Melbourne Metropolitan Area,,,,,,,,,,,,,,,
Residential price statistics 1992 to 2022,,,,,,,,,,,,,,,
House Median,,,,,,Unit/Apartment Median,,,,,Vacant House Block Median,,,,
,,Houses,,,,Units/Apartments,,,,,Vacant House Blocks,,,,
2006 ,"1,213 ","852,500 ",,"1,216,185 ",,"1,970 ","367,250 ",,"502,011 ",,7 ,"300,000 ",^,"235,857 ",^
2007 ,"1,329 ","1,040,000 ",,"1,505,478 ",,"2,464 ","421,000 ",,"576,492 ",,5 ,"256,300 ",^,"344,260 ",^
2008 ,951 ,"1,090,000 ",,"1,559,790 ",,"1,768 ","420,000 ",,"526,192 ",,4 ,"124,250 ",^,"182,775 ",^
2009 ,"1,074 ","1,200,000 ",,"1,605,437 ",,"2,426 ","450,000 ",,"562,562 ",,0 ,0 ,*,0 ,*
2010 ,"1,067 ","1,365,000 ",,"1,772,848 ",,"2,766 ","520,833 ",,"636,573 ",,0 ,0 ,*,0 ,*
2011 ,989 ,"1,250,500 ",,"1,688,578 ",,"2,037 ","517,500 ",,"651,596 ",,0 ,0 ,*,0 ,*
2012 ,961 ,"1,250,000 ",,"1,674,039 ",,"2,350 ","520,000 ",,"641,680 ",,1 ,"372,000 ",^,"372,000 ",^
2013 ,"1,137 ","1,360,000 ",,"1,841,734 ",,"2,728 ","560,000 ",,"686,136 ",,1 ,"302,500 ",^,"302,500 ",^
2014 ,"1,207 ","1,566,000 ",,"2,088,073 ",,"2,805 ","579,000 ",,"719,342 ",,2 ,"362,000 ",^,"362,000 ",^
2015 ,"1,193 ","1,850,000 ",,"2,468,312 ",,"3,082 ","624,100 ",,"808,658 ",,0 ,0 ,*,0 ,*
2016 ,"1,111 ","2,020,000 ",,"2,806,633 ",,"2,530 ","660,000 ",,"895,169 ",,1 ,"1,660,000 ",^,"1,660,000 ",^
2017 ,"1,059 ","2,038,000 ",,"2,837,966 ",,"2,461 ","660,000 ",,"920,252 ",,1 ,"4,450,000 ",^,"4,450,000 ",^
2018 ,897 ,"2,100,000 ",,"2,917,979 ",,"1,932 ","650,000 ",,"926,307 ",,3 ,"960,000 ",^,"1,610,666 ",^
2019 ,827 ,"2,026,000 ",,"2,716,135 ",,"1,633 ","635,000 ",,"894,182 ",,1 ,"350,453 ",^,"350,453 ",^
2020 ,786 ,"2,100,000 ",,"2,878,211 ",,"1,431 ","660,000 ",,"912,968 ",,7 ,"2,500,000 ",^,"3,296,071 ",^
2021 ,"1,199 ","2,350,000 ",,"3,290,122 ",,"2,302 ","670,000 ",,"953,094 ",,6 ,"2,475,000 ",^,"4,122,916 ",^
2022 ,105 ,"2,200,000 ",,"3,228,120 ",,403 ,"607,000 ",,"770,620 ",,0 ,0 ,*,0 ,*
Statistics for 2022 are based on a small number of sales and are preliminary only.,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Stonnington City,,,,,,,,,,,,,,,
Analysis of property sales for 2021,,,,,,,,,,,,,,,
Land Use,"No of
Sales",Mean Sales Price  ($),Median Sales Price  ($),Median Price per  Unit Area,,"Median Block
size","Price-Indices
(base is 100)",,,,"Mean Block
 size",Mean Price per  Unit Area,,,
,,,,,,,2020,,,2016,,,,,
Commercial,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Health Clinic Unsp,6,2465000,2197500,4969.45,,528.50,121.04<,,,111.18<,621.00,,3969.40,,
Indiv CarPark Unspe,9,32614,30000,NA,,NA,54.55<,,,73.17<,NA,,NA,,
Mixed Use Unspec,2,12075000,12075000,22478.63,,585.00,841.46<,,,718.75<,585.00,,22478.63,,
Office Premises Uns,41,3550696,660000,581.98,,1184.50,80.00<,,,88.89<,1511.77,,3124.23,,
Pub/Tavern/Club Unsp,3,6100000,5900000,13456.46,,379.00,ND,,,327.78<,451.33,,13515.51,,
Retail Mult Occ Unsp,4,4386250,4785000,7953.49,,430.00,501.05<,,,195.27<,378.67,,9502.64,,
Retail Sgle Occ Unsp,74,2697850,1589000,9295.01,,231.00,105.93<,,,92.12<,430.05,,6253.94,,
Serv Apt/Unit Unsp,2,275000,275000,NA,,NA,35.44<,,,85.94<,NA,,NA,,
Industrial,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Factory Unsp,2,3157000,3157000,5479.44,,830.50,64.86<,,,ND,830.50,,3801.32,,
Warehouse Unspec,3,6515000,7200000,16630.67,,463.00,214.13<,,,353.81<,1216.33,,5356.26,,
Infrastruc&Utilities,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Closed Roads,2,60500,60500,NA,,NA,220.00<,,,ND,NA,,NA,,
Residential,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Cojoin Strata Unsp,49,1928067,1600000,NA,,NA,104.64<,,,86.07<,NA,,NA,,
Detached Home Unsp,1072,3444396,2487500,5711.21,,464.00,110.56<,,,114.82<,516.46,,6727.42,,
Detached Home(exist),2,3240000,3240000,NA,,NA,180.00<,,,ND,NA,,NA,,
Individual Car Park,72,101151,7500,NA,,NA,24.19<,,,15.15<,NA,,NA,,
Individual Flat,2,2035000,2035000,18875.00,,160.00,ND,,,ND,160.00,,18875.00,,
Res Co Sh Unit HR,1,770000,770000,NA,,NA,163.83<,,,114.07<,NA,,NA,,
Res Dev Site,2,9672625,9672625,1867.25,,3804.00,ND,,,380.76<,3804.00,,2542.75,,
Res Investment Flat,17,1614356,769231,603.79,,1274.00,19.43<,,,16.86<,1210.33,,871.77,,
Res/Rural Lstyle,3,921666,785000,161.08,,4501.00,ND,,,63.31<,4501.00,,161.08,,
Retire Village Unit,1,430000,430000,NA,,NA,ND,,,28.67<,NA,,NA,,
Semi-detached Unspec,125,1967867,1815000,7869.98,,289.50,122.43<,,,126.26<,329.37,,6021.62,,
Single Strata Unsp,296,1481969,1296500,NA,,NA,128.95<,,,208.44<,NA,,NA,,
Strata Dwelling,1,705000,705000,NA,,NA,ND,,,ND,NA,,NA,,
Strata Unit/Flat Uns,1935,840231,620000,NA,,NA,99.20<,,,93.63<,NA,,NA,,
Townhouse,2,2844000,2844000,11322.22,,180.00,146.98<,,,703.96<,180.00,,11322.22,,
Vac Res A,5,2211500,1350000,12521.04,,187.50,54.00<,,,140.63<,246.75,,6324.72,,
Vac Res B,1,13680000,13680000,6775.63,,2019.00,ND,,,ND,2019.00,,6775.63,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Municipality totals  ,,,,,,,,,,,,,,,
Commercial Total,141,,,,,,Commercial Total Prices,,,,"$420,848,049 ",,,,
Industrial Total,5,,,,,,Industrial Total Prices,,,,"$25,859,000 ",,,,
Infrastruc&Utilities Total,2,,,,,,Infrastruc&Utilities Total Prices,,,,"$121,000 ",,,,
Residential Total,"3,586",,,,,,Residential Total Prices,,,,"$6,197,081,204 ",,,,
All Sales Total,"3,734 ",,,,,,All Sales Total,,,,,"$6,643,909,253 ",,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Strathbogie Shire,,,,,,,,,,,,,,,
Residential price statistics 1992 to 2022,,,,,,,,,,,,,,,
House Median,,,,,,Unit/Apartment Median,,,,,Vacant House Block Median,,,,
,,Houses,,,,Units/Apartments,,,,,Vacant House Blocks,,,,
Year,No. of Sales,Median Price,,Mean Price,,No. of Sales,Median Price,,Mean Price,,No. of Sales,Median Price,,Mean Price,
1992 ,80 ,"66,500 ",,"72,683 ",,11 ,"75,000 ",,"65,254 ",,31 ,"20,000 ",,"34,537 ",
1993 ,111 ,"72,000 ",,"76,046 ",,5 ,"81,000 ",^,"79,300 ",^,38 ,"20,500 ",,"26,756 ",
1994 ,88 ,"61,500 ",,"69,775 ",,8 ,"58,000 ",^,"56,750 ",^,29 ,"22,000 ",,"45,956 ",
1995 ,91 ,"75,000 ",,"89,316 ",,6 ,"77,500 ",^,"83,416 ",^,33 ,"18,000 ",,"36,196 ",
1996 ,100 ,"75,000 ",,"86,235 ",,5 ,"73,000 ",^,"70,100 ",^,46 ,"25,000 ",,"42,704 ",
1997 ,105 ,"74,100 ",,"85,171 ",,12 ,"63,500 ",,"76,625 ",,38 ,"18,000 ",,"32,756 ",
1998 ,116 ,"68,250 ",,"83,441 ",,12 ,"70,000 ",,"72,875 ",,34 ,"21,250 ",,"33,781 ",
1999 ,109 ,"81,000 ",,"96,260 ",,17 ,"71,000 ",,"71,705 ",,39 ,"18,500 ",,"26,130 ",
2000 ,129 ,"85,000 ",,"93,729 ",,19 ,"78,000 ",,"77,331 ",,34 ,"18,000 ",,"26,897 ",
2001 ,138 ,"88,500 ",,"96,302 ",,19 ,"95,000 ",,"103,921 ",,43 ,"20,000 ",,"24,434 ",
2002 ,146 ,"104,000 ",,"123,851 ",,19 ,"93,000 ",,"88,944 ",,56 ,"22,250 ",,"31,693 ",
2003 ,135 ,"135,000 ",,"137,306 ",,14 ,"118,000 ",,"118,142 ",,66 ,"25,000 ",,"29,433 ",
2004 ,135 ,"155,000 ",,"172,762 ",,10 ,"152,750 ",,"137,450 ",,72 ,"50,350 ",,"49,444 ",
2005 ,138 ,"156,500 ",,"170,719 ",,11 ,"155,000 ",,"155,636 ",,29 ,"68,000 ",,"85,293 ",
2006 ,152 ,"175,000 ",,"188,396 ",,14 ,"172,500 ",,"205,508 ",,51 ,"75,000 ",,"69,881 ",
2007 ,138 ,"185,000 ",,"198,837 ",,22 ,"165,000 ",,"187,847 ",,38 ,"80,000 ",,"79,804 ",
2008 ,111 ,"182,000 ",,"210,140 ",,15 ,"177,500 ",,"180,966 ",,21 ,"75,000 ",,"73,404 ",
2009 ,154 ,"185,000 ",,"209,111 ",,22 ,"192,500 ",,"192,272 ",,44 ,"70,250 ",,"71,170 ",
2010 ,142 ,"226,000 ",,"246,670 ",,22 ,"247,000 ",,"233,409 ",,41 ,"77,000 ",,"84,896 ",
2011 ,118 ,"212,500 ",,"227,008 ",,12 ,"222,500 ",,"243,000 ",,42 ,"90,500 ",,"101,033 ",
2012 ,145 ,"220,000 ",,"231,527 ",,28 ,"191,500 ",,"200,464 ",,52 ,"84,500 ",,"99,423 ",
2013 ,158 ,"238,750 ",,"258,202 ",,17 ,"195,000 ",,"206,558 ",,37 ,"88,000 ",,"93,292 ",
2014 ,138 ,"246,000 ",,"258,561 ",,22 ,"227,500 ",,"234,000 ",,53 ,"106,000 ",,"100,166 ",
2015 ,131 ,"245,000 ",,"292,293 ",,19 ,"280,000 ",,"274,526 ",,49 ,"95,000 ",,"96,469 ",
2016 ,140 ,"279,000 ",,"303,907 ",,24 ,"225,000 ",,"202,083 ",,67 ,"111,000 ",,"107,417 ",
2017 ,170 ,"288,750 ",,"301,611 ",,22 ,"241,500 ",,"223,954 ",,67 ,"105,000 ",,"114,862 ",
2018 ,156 ,"310,000 ",,"320,878 ",,29 ,"260,000 ",,"279,810 ",,94 ,"120,000 ",,"125,356 ",
2019 ,156 ,"339,000 ",,"366,700 ",,25 ,"250,000 ",,"297,860 ",,65 ,"147,500 ",,"153,738 ",
2020 ,106 ,"370,000 ",,"404,367 ",,20 ,"340,000 ",,"318,725 ",,103 ,"170,000 ",,"187,116 ",
2021 ,190 ,"447,500 ",,"480,463 ",,15 ,"360,000 ",,"364,600 ",,87 ,"210,000 ",,"218,120 ",
2022 ,30 ,"455,000 ",,"500,233 ",,4 ,"380,000 ",^,"412,500 ",^,24 ,"262,500 ",,"226,958 ",
Statistics for 2022 are based on a small number of sales and are preliminary only.,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Strathbogie Shire,,,,,,,,,,,,,,,
Analysis of property sales for 2021,,,,,,,,,,,,,,,
Land Use,"No of
Sales",Mean Sales Price  ($),Median Sales Price  ($),Median Price per  Unit Area,,"Median Block
size","Price-Indices
(base is 100)",,,,"Mean Block
 size",Mean Price per  Unit Area,,,
,,,,,,,2020,,2016,,,,,,
Commercial,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
CafŽ,1,535000,535000,383.24,,1396.00,ND,,,ND,1396.00,,383.24,,
Crematorium/Funeral,1,1100000,1100000,733.33,,1500.00,ND,,,ND,1500.00,,733.33,,
Dev Site,1,1045000,1045000,517.33,,2020.00,ND,,,475.00<,2020.00,,517.33,,
Health Surgery,1,515000,515000,672.32,,766.00,ND,,,ND,766.00,,672.32,,
Hotel,1,1300000,1300000,777.05,,1673.00,ND,,,ND,1673.00,,777.05,,
Office Premises Uns,1,425000,425000,157.41,,2700.00,ND,,,ND,2700.00,,157.41,,
Retail Sgle Occ Unsp,5,340000,330000,108.34,,1846.00,122.22<,,,86.84<,1456.40,,233.45,,
Serv Apt/Unit Unsp,3,625000,600000,8160.92,,87.00,112.66<,,,ND,87.00,,8160.92,,
Community Services,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Fire Station,1,407000,407000,1325.73,,307.00,ND,,,ND,307.00,,1325.73,,
Industrial,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Factory Unsp,1,434500,434500,266.56,,1630.00,ND,,,131.67<,1630.00,,266.56,,
Food ProcessingUnsp,1,583000,583000,24.09,,24200.00,ND,,,ND,24200.00,,24.09,,
Ind Dev Site,2,383162,383162,11.63,,10000.00,255.44<,,,ND,10000.00,,11.63,,
Warehouse Unspec,3,368666,176000,213.33,,3750.00,ND,,,ND,34616.33,,10.65,,
Primary Production,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
DomsticLivestockGraz,14,1656451,636650,7.04,,586354.00,127.35<,,,132.64<,639603.71,,2.59,,
GenCrop >20ha Unspec,11,822668,601350,0.82,,393158.00,232.00<,,,100.23<,635430.82,,1.29,,
Horse Unspecified,7,1755357,1520000,3.97,,382900.00,119.22<,,,110.72<,415177.29,,4.23,,
Livestock Ð  Beef,4,873750,760000,2.80,,350436.00,57.51<,,,200.00<,349973.00,,2.50,,
Livestock Ð Sheep,3,511666,310000,0.95,,326679.00,89.60<,,,72.51<,425559.67,,1.20,,
MixedFarm + infrast,1,536000,536000,0.85,,631300.00,ND,,,ND,631300.00,,0.85,,
MixedFarm&GrazUnsp,72,937219,745000,1.08,,591388.00,135.15<,,,156.87<,839649.11,,1.13,,
Native Bshland,3,374913,409740,2.79,,224423.00,37.25<,,,356.30<,224423.00,,1.59,,
Orchard Plantations,1,425000,425000,2.13,,200000.00,42.50<,,,272.44<,200000.00,,2.13,,
Piggery,2,1375000,1375000,2.36,,625000.00,ND,,,ND,625000.00,,2.20,,
Vineyard,2,700000,700000,6.94,,135000.00,104.48<,,,57.14<,135000.00,,5.19,,
Residential,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Detached Home (New),15,565866,575000,800.87,,924.00,109.52<,,,143.75<,1484.93,,381.07,,
Detached Home Unsp,163,443386,428000,823.04,,951.00,118.89<,,,140.33<,1135.41,,388.30,,
Detached Home(exist),12,877333,614000,586.59,,1046.00,112.45<,,,163.73<,1344.50,,652.54,,
Individual Car Park,1,200000,200000,6.67,,30000.00,ND,,,ND,30000.00,,6.67,,
MisImpRuralLand Unsp,4,316250,330000,3.00,,142800.00,141.94<,,,ND,303787.75,,1.04,,
Res Investment Flat,6,287500,207500,2010.05,,199.00,109.21<,,,25.46<,199.00,,2010.05,,
Res/Rural Lstyle,81,721083,650000,4.33,,30000.00,143.45<,,,154.03<,64070.72,,11.25,,
ResLandWithImprovemt,4,426250,457500,218.90,,1837.00,469.23<,,,ND,11076.25,,38.48,,
Single Strata Unsp,5,399000,340000,NA,,NA,103.03<,,,136.96<,NA,,NA,,
Strata Unit/Flat Uns,4,437250,417000,NA,,NA,112.10<,,,152.75<,NA,,NA,,
Vac Res A,75,217399,210000,192.61,,886.00,116.67<,,,175.00<,960.07,,221.62,,
Vac Res B,12,222625,225000,81.91,,2077.00,135.34<,,,152.03<,2428.92,,91.66,,
Vac Res Rural Lstyle,24,305617,211250,4.08,,39178.00,88.02<,,,154.20<,72943.57,,4.23,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Municipality totals  ,,,,,,,,,,,,,,,
Commercial Total,14,,,,,,Commercial Total Prices,,,,"$8,495,000 ",,,,
Community Services Total,1,,,,,,Community Services Total Prices,,,,"$407,000 ",,,,
Industrial Total,7,,,,,,Industrial Total Prices,,,,"$2,889,825 ",,,,
Primary Production Total,120,,,,,,Primary Production Total Prices,,,,"$123,272,734 ",,,,
Residential Total,406,,,,,,Residential Total Prices,,,,"$184,646,155 ",,,,
All Sales Total,548 ,,,,,,All Sales Total,,,,,"$319,710,714 ",,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Surf Coast Shire,,,,,,,,,,,,,,,
Residential price statistics 1992 to 2022,,,,,,,,,,,,,,,
House Median,,,,,,Unit/Apartment Median,,,,,Vacant House Block Median,,,,
,,Houses,,,,Units/Apartments,,,,,Vacant House Blocks,,,,
Year,No. of Sales,Median Price,,Mean Price,,No. of Sales,Median Price,,Mean Price,,No. of Sales,Median Price,,Mean Price,
1992 ,220 ,"125,000 ",,"134,049 ",,53 ,"94,500 ",,"98,866 ",,163 ,"41,500 ",,"52,144 ",
1993 ,276 ,"123,000 ",,"132,348 ",,64 ,"115,750 ",,"127,690 ",,250 ,"47,000 ",,"55,245 ",
1994 ,356 ,"128,000 ",,"143,587 ",,54 ,"112,500 ",,"121,238 ",,267 ,"45,500 ",,"58,870 ",
1995 ,319 ,"122,500 ",,"138,845 ",,52 ,"92,000 ",,"105,139 ",,224 ,"43,000 ",,"56,382 ",
1996 ,334 ,"122,500 ",,"137,122 ",,53 ,"105,000 ",,"122,865 ",,176 ,"41,400 ",,"53,989 ",
1997 ,463 ,"129,000 ",,"146,253 ",,71 ,"105,000 ",,"127,957 ",,447 ,"38,000 ",,"47,211 ",
1998 ,556 ,"135,750 ",,"156,994 ",,114 ,"124,500 ",,"147,960 ",,344 ,"46,750 ",,"59,597 ",
1999 ,582 ,"146,000 ",,"174,348 ",,151 ,"178,000 ",,"200,134 ",,456 ,"52,000 ",,"58,720 ",
2000 ,581 ,"185,000 ",,"212,640 ",,154 ,"195,750 ",,"240,517 ",,304 ,"65,000 ",,"69,043 ",
2001 ,658 ,"245,000 ",,"263,644 ",,164 ,"253,225 ",,"269,013 ",,435 ,"96,000 ",,"106,422 ",
2002 ,631 ,"315,000 ",,"362,589 ",,119 ,"295,000 ",,"321,571 ",,237 ,"145,000 ",,"141,941 ",
2003 ,565 ,"345,000 ",,"388,751 ",,117 ,"345,000 ",,"437,416 ",,234 ,"165,000 ",,"167,483 ",
2004 ,555 ,"380,000 ",,"421,019 ",,156 ,"340,500 ",,"403,053 ",,244 ,"175,000 ",,"184,866 ",
2005 ,568 ,"387,500 ",,"452,077 ",,174 ,"395,000 ",,"480,563 ",,244 ,"179,000 ",,"185,972 ",
2006 ,534 ,"400,000 ",,"463,710 ",,175 ,"420,000 ",,"473,636 ",,244 ,"185,000 ",,"196,769 ",
2007 ,710 ,"447,750 ",,"495,685 ",,194 ,"390,000 ",,"445,390 ",,351 ,"200,000 ",,"213,126 ",
2008 ,482 ,"481,000 ",,"538,948 ",,169 ,"480,000 ",,"522,185 ",,250 ,"210,000 ",,"225,825 ",
2009 ,588 ,"489,000 ",,"549,008 ",,185 ,"440,000 ",,"533,235 ",,307 ,"210,000 ",,"217,878 ",
2010 ,629 ,"550,000 ",,"627,603 ",,168 ,"450,000 ",,"489,382 ",,358 ,"243,000 ",,"260,510 ",
2011 ,521 ,"577,500 ",,"638,511 ",,146 ,"464,500 ",,"507,843 ",,155 ,"284,000 ",,"317,099 ",
2012 ,471 ,"570,000 ",,"641,705 ",,111 ,"460,000 ",,"512,000 ",,138 ,"255,000 ",,"285,640 ",
2013 ,604 ,"586,000 ",,"640,112 ",,162 ,"440,000 ",,"476,784 ",,213 ,"245,000 ",,"268,994 ",
2014 ,618 ,"599,499 ",,"666,301 ",,149 ,"460,000 ",,"491,145 ",,292 ,"245,000 ",,"271,152 ",
2015 ,724 ,"630,000 ",,"716,615 ",,143 ,"485,000 ",,"529,182 ",,356 ,"255,000 ",,"274,648 ",
2016 ,687 ,"670,000 ",,"723,422 ",,131 ,"516,500 ",,"556,698 ",,480 ,"269,000 ",,"313,414 ",
2017 ,733 ,"750,000 ",,"820,730 ",,159 ,"599,000 ",,"630,055 ",,662 ,"291,000 ",,"310,113 ",
2018 ,538 ,"825,000 ",,"905,328 ",,156 ,"657,000 ",,"691,632 ",,379 ,"360,000 ",,"377,077 ",
2019 ,537 ,"835,000 ",,"921,659 ",,119 ,"645,000 ",,"681,214 ",,255 ,"412,500 ",,"426,682 ",
2020 ,657 ,"930,000 ",,"1,086,888 ",,135 ,"670,000 ",,"755,366 ",,394 ,"431,000 ",,"460,779 ",
2021 ,662 ,"1,250,000 ",,"1,418,513 ",,128 ,"850,500 ",,"956,359 ",,196 ,"484,000 ",,"529,596 ",
2022 ,95 ,"1,400,000 ",,"1,541,388 ",,27 ,"950,000 ",,"1,089,018 ",,13 ,"661,000 ",,"648,153 ",
Statistics for 2022 are based on a small number of sales and are preliminary only.,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Surf Coast Shire,,,,,,,,,,,,,,,
Analysis of property sales for 2021,,,,,,,,,,,,,,,
Land Use,"No of
Sales",Mean Sales Price  ($),Median Sales Price  ($),Median Price per  Unit Area,,"Median Block
size","Price-Indices
(base is 100)",,,,"Mean Block
 size",Mean Price per  Unit Area,,,
,,,,,,,2020,,,2016,,,,,
Commercial,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Car Wash,1,2200000,2200000,3298.35,,667.00,ND,,,ND,667.00,,3298.35,,
Dev Site,3,990000,550000,183.33,,3000.00,86.85<,,,64.71<,6694.33,,147.89,,
Fuel Outlet/Garage,2,6215000,6215000,2804.66,,2577.50,ND,,,ND,2577.50,,2411.25,,
Hotel/Motel Unsp,4,3598750,1810000,28.88,,16360.00,72.40<,,,ND,205055.50,,17.55,,
Medical/Surgery,1,828000,828000,818.99,,1011.00,ND,,,ND,1011.00,,818.99,,
Mixed Use Unspec,2,1325000,1325000,189.27,,4491.00,191.20<,,,ND,4491.00,,189.27,,
National Co Ret Unsp,1,20000000,20000000,1035.57,,19313.00,ND,,,ND,19313.00,,1035.57,,
Office Premises Uns,1,693000,693000,341.72,,2028.00,126.45<,,,109.57<,2028.00,,341.72,,
Pub/Tavern/Club Unsp,3,10318333,5500000,1349.61,,17213.00,ND,,,530.12<,17213.00,,287.57,,
Retail Mult Occ Unsp,1,3810000,3810000,2045.09,,1863.00,ND,,,1385.45<,1863.00,,2045.09,,
Retail Sgle Occ Unsp,19,1461907,1162500,684.34,,811.00,105.63<,,,133.43<,1089.53,,1427.02,,
Serv Apt/Unit Unsp,3,260000,260000,NA,,NA,130.00<,,,113.04<,NA,,NA,,
Shop,1,621500,621500,1330.84,,467.00,ND,,,ND,467.00,,1330.84,,
Shopping Centre Unsp,1,40000000,40000000,NA,,NA,ND,,,ND,NA,,NA,,
Tourist Resort Compl,1,12800000,12800000,55652.17,,230.00,ND,,,ND,230.00,,55652.17,,
Vehicle Sales Centre,1,950000,950000,1162.79,,817.00,ND,,,ND,817.00,,1162.79,,
Community Services,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Community Health Cen,1,418000,418000,266.41,,1569.00,ND,,,ND,1569.00,,266.41,,
Day Care Centre,1,10600000,10600000,2937.10,,3609.00,ND,,,173.77<,3609.00,,2937.10,,
Halls&Service Rooms,1,245000,245000,436.72,,561.00,ND,,,ND,561.00,,436.72,,
Rural&Comm Camps,1,2750000,2750000,91.67,,30000.00,ND,,,ND,30000.00,,91.67,,
Industrial,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Factory Unit,1,792000,792000,NA,,NA,ND,,,ND,NA,,NA,,
Factory Unsp,5,690240,700000,2007.24,,336.00,81.40<,,,111.25<,321.75,,2057.65,,
Ind Dev Site,2,835000,835000,669.60,,1874.50,88.84<,,,89.30<,1874.50,,445.45,,
Warehouse Unspec,8,869437,759875,3586.96,,230.00,147.95<,,,174.36<,2205.80,,448.14,,
Warehouse/Office,1,2500000,2500000,2520.16,,992.00,ND,,,ND,992.00,,2520.16,,
Primary Production,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
DomsticLivestockGraz,2,4025000,4025000,3.16,,1200000.00,169.47<,,,301.50<,1200000.00,,3.35,,
GenCrop >20ha Unspec,3,3388466,3265400,6.23,,626071.00,247.38<,,,215.89<,1097256.67,,3.09,,
Livestock Ð  Beef,1,1360000,1360000,3.14,,432989.00,45.33<,,,68.00<,432989.00,,3.14,,
Livestock Ð  Dairy,1,2550000,2550000,5.21,,489000.00,ND,,,57.95<,489000.00,,5.21,,
Livestock Ð Sheep,3,1073333,830000,7.95,,251521.00,37.56<,,,92.22<,487559.33,,2.20,,
MixedFarm + infrast,17,3683686,2343000,4.45,,400000.00,105.07<,,,196.48<,739556.29,,4.98,,
MixedFarm no infrast,7,2397223,1415000,2.23,,426179.00,95.93<,,,63.03<,1143416.29,,2.10,,
MixedFarm&GrazUnsp,1,2005000,2005000,4.51,,444600.00,62.66<,,,161.04<,444600.00,,4.51,,
Residential,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Detached Home Unsp,657,1418435,1250000,2042.06,,642.00,134.41<,,,151.42<,780.02,,1826.65,,
Detached Home(exist),3,1955000,1515000,703.23,,2133.00,162.29<,,,387.47<,1966.33,,994.24,,
MisImpRuralLand Unsp,3,1316666,1150000,69.74,,16491.00,651.12<,,,ND,21058.33,,62.52,,
Res Dev Site,4,1255000,935000,803.44,,1394.00,127.21<,,,172.09<,1387.67,,1109.78,,
Res Land (WithBuild),3,1916666,1200000,8827.81,,345.00,143.33<,,,ND,345.00,,7826.09,,
Res/Rural Lstyle,99,1819066,1700500,51.78,,19988.00,127.86<,,,176.22<,33784.67,,53.84,,
ResLandWithImprovemt,2,617500,617500,589.77,,977.50,89.49<,,,ND,977.50,,631.71,,
Semi-detached Unspec,2,639500,639500,NA,,NA,64.27<,,,103.93<,NA,,NA,,
Single Strata Unsp,106,958061,839000,NA,,NA,126.64<,,,138.11<,NA,,NA,,
Strata Unit/Flat Uns,20,962975,885000,NA,,NA,130.35<,,,123.99<,NA,,NA,,
Townhouse,2,800000,800000,NA,,NA,ND,,,75.47<,NA,,NA,,
Vac Res A,193,522996,480000,1593.75,,480.00,111.63<,,,133.70<,551.82,,1116.94,,
Vac Res B,2,1026250,1026250,412.32,,2626.00,164.20<,,,157.88<,2626.00,,390.80,,
Vac Res C,1,810000,810000,1.40,,577000.00,ND,,,171.38<,577000.00,,1.40,,
Vac Res Englobo Oth,1,300000,300000,NA,,NA,ND,,,14.01<,NA,,NA,,
Vac Res Rural Lstyle,16,1804218,991000,106.73,,5340.50,169.40<,,,183.52<,15365.31,,117.42,,
Sport/Hrtge/Cultural,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
SwimmingPool/Aqua,1,1000000,1000000,947.87,,1055.00,ND,,,ND,1055.00,,947.87,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Municipality totals  ,,,,,,,,,,,,,,,
Commercial Total,45,,,,,,Commercial Total Prices,,,,"$173,858,743 ",,,,
Community Services Total,4,,,,,,Community Services Total Prices,,,,"$14,013,000 ",,,,
Industrial Total,17,,,,,,Industrial Total Prices,,,,"$15,368,700 ",,,,
Primary Production Total,35,,,,,,Primary Production Total Prices,,,,"$106,753,633 ",,,,
Sport/Hrtge/Cultural Total,1,,,,,,Sport/Hrtge/Cultural Total Prices,,,,"$1,000,000 ",,,,
Residential Total,"1,114",,,,,,Residential Total Prices,,,,"$1,390,480,857 ",,,,
All Sales Total,"1,216 ",,,,,,All Sales Total,,,,,"$1,701,474,933 ",,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
